canton,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M,fecha
TURRIALBA,136.21,5.95,13.86,10.63,23.37,0.91,0.92,0.9,210.55,91.77,18.81,17.22,18.01,25.36,14.42,1.82,0.16,2005-01-01
TURRIALBA,66.24,2.8,17.88,11.44,25.49,0.85,0.86,0.86,117.71,88.51,18.42,16.18,17.3,25.95,13.7,1.72,0.16,2005-02-01
TURRIALBA,14.9,0.7,17.3,11.63,25.93,0.75,0.75,0.76,50.42,85.4,20.48,17.54,19.01,26.42,14.77,1.05,0.14,2005-03-01
TURRIALBA,60.03,2.45,16.58,11.87,26.34,0.74,0.75,0.76,203.88,85.99,20.78,17.91,19.34,27.34,14.39,1.34,0.14,2005-04-01
TURRIALBA,140.76,4.9,16.1,12.05,26.37,0.76,0.77,0.79,175.48,89.55,21.33,19.24,20.29,27.64,16.94,0.92,0.13,2005-05-01
TURRIALBA,240.12,9.8,15.58,11.99,26.03,0.84,0.86,0.87,248.03,93.36,21.24,19.94,20.59,26.92,17.39,0.61,0.15,2005-06-01
TURRIALBA,372.6,12.6,16.5,12.05,26.28,0.91,0.93,0.91,205.64,91.62,20.87,19.2,20.04,26.88,16.8,0.88,0.14,2005-07-01
TURRIALBA,186.3,7.0,15.2,12.06,26.35,0.94,0.96,0.93,215.05,92.32,20.41,18.9,19.65,25.4,16.56,0.89,0.13,2005-08-01
TURRIALBA,178.02,7.35,14.77,11.92,26.04,0.96,0.98,0.95,308.52,93.82,20.29,19.07,19.68,25.93,16.37,0.78,0.13,2005-09-01
TURRIALBA,178.02,7.35,13.68,11.52,25.04,0.98,0.99,0.97,352.25,94.36,20.36,19.23,19.79,25.58,17.65,0.77,0.11,2005-10-01
TURRIALBA,178.02,7.35,13.03,10.68,23.28,0.97,0.99,0.95,223.7,92.86,19.69,18.26,18.97,25.02,14.45,1.04,0.14,2005-11-01
TURRIALBA,274.9,9.8,16.24,10.27,22.66,0.88,0.89,0.88,62.03,89.21,18.94,16.8,17.87,24.76,12.42,1.24,0.15,2005-12-01
OREAMUNO,3000.38,118.4,13.86,10.63,23.37,0.91,0.92,0.9,210.55,91.77,18.81,17.22,18.01,25.36,14.42,1.82,0.16,2005-01-01
OREAMUNO,2726.91,115.14,17.88,11.44,25.49,0.85,0.86,0.86,117.71,88.51,18.42,16.18,17.3,25.95,13.7,1.72,0.16,2005-02-01
OREAMUNO,3857.77,152.43,17.3,11.63,25.93,0.75,0.75,0.76,50.42,85.4,20.48,17.54,19.01,26.42,14.77,1.05,0.14,2005-03-01
OREAMUNO,1011.56,41.91,16.58,11.87,26.34,0.74,0.75,0.76,203.88,85.99,20.78,17.91,19.34,27.34,14.39,1.34,0.14,2005-04-01
OREAMUNO,1129.42,50.43,16.1,12.05,26.37,0.76,0.77,0.79,175.48,89.55,21.33,19.24,20.29,27.64,16.94,0.92,0.13,2005-05-01
OREAMUNO,1166.89,52.21,15.58,11.99,26.03,0.84,0.86,0.87,248.03,93.36,21.24,19.94,20.59,26.92,17.39,0.61,0.15,2005-06-01
OREAMUNO,1238.39,50.93,16.5,12.05,26.28,0.91,0.93,0.91,205.64,91.62,20.87,19.2,20.04,26.88,16.8,0.88,0.14,2005-07-01
OREAMUNO,1455.83,60.28,15.2,12.06,26.35,0.94,0.96,0.93,215.05,92.32,20.41,18.9,19.65,25.4,16.56,0.89,0.13,2005-08-01
OREAMUNO,2824.54,114.8,14.77,11.92,26.04,0.96,0.98,0.95,308.52,93.82,20.29,19.07,19.68,25.93,16.37,0.78,0.13,2005-09-01
OREAMUNO,1843.6,77.65,13.68,11.52,25.04,0.98,0.99,0.97,352.25,94.36,20.36,19.23,19.79,25.58,17.65,0.77,0.11,2005-10-01
OREAMUNO,1409.67,52.5,13.03,10.68,23.28,0.97,0.99,0.95,223.7,92.86,19.69,18.26,18.97,25.02,14.45,1.04,0.14,2005-11-01
OREAMUNO,934.37,41.11,16.24,10.27,22.66,0.88,0.89,0.88,62.03,89.21,18.94,16.8,17.87,24.76,12.42,1.24,0.15,2005-12-01
EL GUARCO,49.94,3.34,13.86,10.63,23.37,0.85,0.85,0.87,178.34,82.13,20.62,17.27,18.94,25.86,16.56,1.41,0.43,2005-01-01
EL GUARCO,31.5,2.22,17.88,11.44,25.49,0.77,0.77,0.78,100.41,78.02,20.49,16.22,18.35,27.65,15.68,1.66,0.54,2005-02-01
EL GUARCO,31.5,2.22,17.3,11.63,25.93,0.7,0.7,0.71,60.82,80.33,21.97,17.92,19.95,28.22,17.13,0.78,0.42,2005-03-01
EL GUARCO,31.5,2.22,16.58,11.87,26.34,0.72,0.72,0.76,197.16,80.53,22.24,18.3,20.27,28.1,16.87,1.0,0.42,2005-04-01
EL GUARCO,48.72,2.46,16.1,12.05,26.37,0.76,0.77,0.81,171.88,88.07,21.93,19.61,20.77,27.82,18.74,0.92,0.48,2005-05-01
EL GUARCO,36.79,2.83,15.58,11.99,26.03,0.82,0.83,0.87,219.55,92.43,21.58,20.14,20.86,26.56,18.84,1.17,0.56,2005-06-01
EL GUARCO,91.89,5.95,16.5,12.05,26.28,0.87,0.88,0.9,189.66,88.86,21.6,19.46,20.53,26.77,18.68,0.86,0.45,2005-07-01
EL GUARCO,34.77,2.16,15.2,12.06,26.35,0.91,0.92,0.92,216.33,90.35,21.25,19.39,20.32,25.9,17.94,0.82,0.46,2005-08-01
EL GUARCO,68.15,3.87,14.77,11.92,26.04,0.93,0.94,0.94,270.77,91.57,21.03,19.42,20.22,26.46,18.1,1.11,0.55,2005-09-01
EL GUARCO,42.79,2.11,13.68,11.52,25.04,0.95,0.97,0.95,294.22,94.65,20.31,19.3,19.81,24.83,18.26,1.65,0.68,2005-10-01
EL GUARCO,63.15,3.52,13.03,10.68,23.28,0.97,0.99,0.95,250.39,90.96,20.4,18.66,19.53,24.91,16.7,0.8,0.44,2005-11-01
EL GUARCO,49.96,2.46,16.24,10.27,22.66,0.88,0.89,0.88,58.58,83.88,20.07,16.99,18.53,24.93,14.1,0.84,0.4,2005-12-01
CARTAGO,1991.51,92.81,13.86,10.63,23.37,0.91,0.92,0.9,210.55,91.77,18.81,17.22,18.01,25.36,14.42,1.82,0.16,2005-01-01
CARTAGO,2225.56,99.27,17.88,11.44,25.49,0.85,0.86,0.86,117.71,88.51,18.42,16.18,17.3,25.95,13.7,1.72,0.16,2005-02-01
CARTAGO,1585.93,74.75,17.3,11.63,25.93,0.75,0.75,0.76,50.42,85.4,20.48,17.54,19.01,26.42,14.77,1.05,0.14,2005-03-01
CARTAGO,101.02,4.9,16.58,11.87,26.34,0.74,0.75,0.76,203.88,85.99,20.78,17.91,19.34,27.34,14.39,1.34,0.14,2005-04-01
CARTAGO,488.93,22.76,16.1,12.05,26.37,0.76,0.77,0.79,175.48,89.55,21.33,19.24,20.29,27.64,16.94,0.92,0.13,2005-05-01
CARTAGO,1753.28,69.31,15.58,11.99,26.03,0.84,0.86,0.87,248.03,93.36,21.24,19.94,20.59,26.92,17.39,0.61,0.15,2005-06-01
CARTAGO,4211.09,160.48,16.5,12.05,26.28,0.91,0.93,0.91,205.64,91.62,20.87,19.2,20.04,26.88,16.8,0.88,0.14,2005-07-01
CARTAGO,193.22,11.03,15.2,12.06,26.35,0.94,0.96,0.93,215.05,92.32,20.41,18.9,19.65,25.4,16.56,0.89,0.13,2005-08-01
CARTAGO,4761.66,226.65,14.77,11.92,26.04,0.96,0.98,0.95,308.52,93.82,20.29,19.07,19.68,25.93,16.37,0.78,0.13,2005-09-01
CARTAGO,2332.76,107.64,13.68,11.52,25.04,0.98,0.99,0.97,352.25,94.36,20.36,19.23,19.79,25.58,17.65,0.77,0.11,2005-10-01
CARTAGO,770.45,30.8,13.03,10.68,23.28,0.97,0.99,0.95,223.7,92.86,19.69,18.26,18.97,25.02,14.45,1.04,0.14,2005-11-01
CARTAGO,1027.75,46.91,16.24,10.27,22.66,0.88,0.89,0.88,62.03,89.21,18.94,16.8,17.87,24.76,12.42,1.24,0.15,2005-12-01
ALVARADO,433.03,18.92,13.86,10.63,23.37,0.91,0.92,0.9,210.55,91.77,18.81,17.22,18.01,25.36,14.42,1.82,0.16,2005-01-01
ALVARADO,901.1,38.65,17.88,11.44,25.49,0.85,0.86,0.86,117.71,88.51,18.42,16.18,17.3,25.95,13.7,1.72,0.16,2005-02-01
ALVARADO,855.38,39.03,17.3,11.63,25.93,0.75,0.75,0.76,50.42,85.4,20.48,17.54,19.01,26.42,14.77,1.05,0.14,2005-03-01
ALVARADO,1110.92,48.24,16.58,11.87,26.34,0.74,0.75,0.76,203.88,85.99,20.78,17.91,19.34,27.34,14.39,1.34,0.14,2005-04-01
ALVARADO,2787.8,113.28,16.1,12.05,26.37,0.76,0.77,0.79,175.48,89.55,21.33,19.24,20.29,27.64,16.94,0.92,0.13,2005-05-01
ALVARADO,1841.52,77.37,15.58,11.99,26.03,0.84,0.86,0.87,248.03,93.36,21.24,19.94,20.59,26.92,17.39,0.61,0.15,2005-06-01
ALVARADO,999.49,39.03,16.5,12.05,26.28,0.91,0.93,0.91,205.64,91.62,20.87,19.2,20.04,26.88,16.8,0.88,0.14,2005-07-01
ALVARADO,1336.79,47.95,15.2,12.06,26.35,0.94,0.96,0.93,215.05,92.32,20.41,18.9,19.65,25.4,16.56,0.89,0.13,2005-08-01
ALVARADO,1228.04,45.87,14.77,11.92,26.04,0.96,0.98,0.95,308.52,93.82,20.29,19.07,19.68,25.93,16.37,0.78,0.13,2005-09-01
ALVARADO,743.48,26.09,13.68,11.52,25.04,0.98,0.99,0.97,352.25,94.36,20.36,19.23,19.79,25.58,17.65,0.77,0.11,2005-10-01
ALVARADO,256.68,9.1,13.03,10.68,23.28,0.97,0.99,0.95,223.7,92.86,19.69,18.26,18.97,25.02,14.45,1.04,0.14,2005-11-01
ALVARADO,815.38,33.97,16.24,10.27,22.66,0.88,0.89,0.88,62.03,89.21,18.94,16.8,17.87,24.76,12.42,1.24,0.15,2005-12-01
TURRIALBA,68.72,2.45,16.08,10.61,23.39,0.83,0.84,0.85,211.08,91.18,19.09,17.36,18.23,24.63,13.8,1.65,0.15,2006-01-01
TURRIALBA,62.1,2.1,18.8,11.49,25.57,0.81,0.82,0.82,68.68,87.91,18.68,16.33,17.51,24.7,14.61,1.78,0.16,2006-02-01
TURRIALBA,62.1,2.1,18.05,12.03,26.82,0.73,0.73,0.75,148.75,86.93,19.31,16.72,18.01,25.6,14.48,1.75,0.15,2006-03-01
TURRIALBA,180.5,6.3,16.9,12.18,26.89,0.7,0.7,0.71,66.03,83.7,20.35,17.03,18.69,27.34,14.59,1.32,0.14,2006-04-01
TURRIALBA,521.56,17.99,15.85,12.15,26.59,0.74,0.75,0.77,234.18,88.69,20.84,18.57,19.7,27.18,15.14,1.05,0.14,2006-05-01
TURRIALBA,631.76,24.85,15.15,11.99,26.09,0.82,0.83,0.84,173.15,91.76,20.65,19.03,19.84,25.77,16.38,0.95,0.13,2006-06-01
TURRIALBA,761.43,27.16,15.43,12.02,26.18,0.91,0.93,0.92,289.21,93.01,20.53,19.15,19.84,25.5,15.29,0.98,0.13,2006-07-01
TURRIALBA,209.48,6.3,15.4,12.1,26.47,0.92,0.94,0.91,150.11,91.07,20.51,18.74,19.63,25.5,16.53,0.99,0.13,2006-08-01
TURRIALBA,176.36,5.6,16.54,11.94,26.12,0.91,0.93,0.91,156.79,89.84,20.43,18.41,19.42,26.49,15.85,0.82,0.13,2006-09-01
TURRIALBA,834.21,25.2,15.09,11.47,24.96,0.88,0.89,0.88,116.93,90.78,20.69,18.87,19.78,26.36,15.73,0.84,0.14,2006-10-01
TURRIALBA,205.34,7.35,13.37,10.64,23.15,0.89,0.91,0.89,158.9,92.86,19.68,18.29,18.99,25.23,14.09,1.01,0.15,2006-11-01
TURRIALBA,410.69,14.0,14.61,10.16,22.29,0.88,0.9,0.88,169.94,91.77,19.8,18.17,18.99,24.74,15.84,1.4,0.14,2006-12-01
OREAMUNO,1112.65,49.72,16.08,10.61,23.39,0.83,0.84,0.85,211.08,91.18,19.09,17.36,18.23,24.63,13.8,1.65,0.15,2006-01-01
OREAMUNO,1976.32,84.66,18.8,11.49,25.57,0.81,0.82,0.82,68.68,87.91,18.68,16.33,17.51,24.7,14.61,1.78,0.16,2006-02-01
OREAMUNO,3748.65,162.93,18.05,12.03,26.82,0.73,0.73,0.75,148.75,86.93,19.31,16.72,18.01,25.6,14.48,1.75,0.15,2006-03-01
OREAMUNO,477.77,22.07,16.9,12.18,26.89,0.7,0.7,0.71,66.03,83.7,20.35,17.03,18.69,27.34,14.59,1.32,0.14,2006-04-01
OREAMUNO,1683.02,69.14,15.85,12.15,26.59,0.74,0.75,0.77,234.18,88.69,20.84,18.57,19.7,27.18,15.14,1.05,0.14,2006-05-01
OREAMUNO,1809.24,68.62,15.15,11.99,26.09,0.82,0.83,0.84,173.15,91.76,20.65,19.03,19.84,25.77,16.38,0.95,0.13,2006-06-01
OREAMUNO,941.85,35.0,15.43,12.02,26.18,0.91,0.93,0.92,289.21,93.01,20.53,19.15,19.84,25.5,15.29,0.98,0.13,2006-07-01
OREAMUNO,942.25,37.48,15.4,12.1,26.47,0.92,0.94,0.91,150.11,91.07,20.51,18.74,19.63,25.5,16.53,0.99,0.13,2006-08-01
OREAMUNO,1073.37,44.44,16.54,11.94,26.12,0.91,0.93,0.91,156.79,89.84,20.43,18.41,19.42,26.49,15.85,0.82,0.13,2006-09-01
OREAMUNO,1144.79,48.44,15.09,11.47,24.96,0.88,0.89,0.88,116.93,90.78,20.69,18.87,19.78,26.36,15.73,0.84,0.14,2006-10-01
OREAMUNO,190.56,8.23,13.37,10.64,23.15,0.89,0.91,0.89,158.9,92.86,19.68,18.29,18.99,25.23,14.09,1.01,0.15,2006-11-01
OREAMUNO,1797.51,74.05,14.61,10.16,22.29,0.88,0.9,0.88,169.94,91.77,19.8,18.17,18.99,24.74,15.84,1.4,0.14,2006-12-01
EL GUARCO,2.83,0.18,16.08,10.61,23.39,0.82,0.82,0.86,188.12,83.83,20.39,17.37,18.88,25.16,15.71,1.13,0.43,2006-01-01
EL GUARCO,81.49,4.84,18.8,11.49,25.57,0.77,0.76,0.78,61.64,78.64,20.42,16.27,18.35,26.41,15.96,1.71,0.52,2006-02-01
EL GUARCO,55.4,4.49,18.05,12.03,26.82,0.7,0.69,0.71,140.66,75.32,21.46,16.44,18.95,28.03,15.67,1.46,0.49,2006-03-01
EL GUARCO,9.77,0.84,16.9,12.18,26.89,0.69,0.69,0.7,66.49,78.23,21.75,17.35,19.55,28.39,17.19,0.91,0.41,2006-04-01
EL GUARCO,66.71,3.33,15.85,12.15,26.59,0.74,0.75,0.79,235.2,86.23,21.66,18.93,20.29,28.12,16.42,0.84,0.47,2006-05-01
EL GUARCO,67.09,2.54,15.15,11.99,26.09,0.81,0.82,0.85,158.32,88.62,21.38,19.2,20.29,26.24,18.15,0.92,0.46,2006-06-01
EL GUARCO,50.38,4.5,15.43,12.02,26.18,0.88,0.9,0.91,266.1,90.29,21.33,19.48,20.41,26.33,17.11,0.83,0.46,2006-07-01
EL GUARCO,8.28,0.7,15.4,12.1,26.47,0.89,0.9,0.91,161.23,87.02,21.49,19.01,20.25,26.15,18.12,0.87,0.43,2006-08-01
EL GUARCO,124.76,6.22,16.54,11.94,26.12,0.89,0.9,0.9,155.19,86.78,21.33,18.77,20.05,27.05,17.87,0.77,0.44,2006-09-01
EL GUARCO,27.16,1.69,15.09,11.47,24.96,0.87,0.88,0.89,131.86,89.54,21.24,19.2,20.22,26.81,17.68,1.02,0.51,2006-10-01
EL GUARCO,9.94,0.7,13.37,10.64,23.15,0.89,0.9,0.91,151.01,90.72,20.46,18.7,19.58,25.82,15.95,0.91,0.48,2006-11-01
EL GUARCO,39.46,3.68,14.61,10.16,22.29,0.87,0.87,0.88,152.68,85.7,20.97,18.28,19.62,25.34,17.33,0.95,0.4,2006-12-01
CARTAGO,1485.02,74.21,16.08,10.61,23.39,0.83,0.84,0.85,211.08,91.18,19.09,17.36,18.23,24.63,13.8,1.65,0.15,2006-01-01
CARTAGO,2601.9,124.09,18.8,11.49,25.57,0.81,0.82,0.82,68.68,87.91,18.68,16.33,17.51,24.7,14.61,1.78,0.16,2006-02-01
CARTAGO,2066.94,96.28,18.05,12.03,26.82,0.73,0.73,0.75,148.75,86.93,19.31,16.72,18.01,25.6,14.48,1.75,0.15,2006-03-01
CARTAGO,287.73,12.95,16.9,12.18,26.89,0.7,0.7,0.71,66.03,83.7,20.35,17.03,18.69,27.34,14.59,1.32,0.14,2006-04-01
CARTAGO,458.4,21.53,15.85,12.15,26.59,0.74,0.75,0.77,234.18,88.69,20.84,18.57,19.7,27.18,15.14,1.05,0.14,2006-05-01
CARTAGO,621.41,29.75,15.15,11.99,26.09,0.82,0.83,0.84,173.15,91.76,20.65,19.03,19.84,25.77,16.38,0.95,0.13,2006-06-01
CARTAGO,376.33,18.55,15.43,12.02,26.18,0.91,0.93,0.92,289.21,93.01,20.53,19.15,19.84,25.5,15.29,0.98,0.13,2006-07-01
CARTAGO,376.33,18.55,15.4,12.1,26.47,0.92,0.94,0.91,150.11,91.07,20.51,18.74,19.63,25.5,16.53,0.99,0.13,2006-08-01
CARTAGO,3373.14,162.95,16.54,11.94,26.12,0.91,0.93,0.91,156.79,89.84,20.43,18.41,19.42,26.49,15.85,0.82,0.13,2006-09-01
CARTAGO,2002.19,88.41,15.09,11.47,24.96,0.88,0.89,0.88,116.93,90.78,20.69,18.87,19.78,26.36,15.73,0.84,0.14,2006-10-01
CARTAGO,2002.19,88.41,13.37,10.64,23.15,0.89,0.91,0.89,158.9,92.86,19.68,18.29,18.99,25.23,14.09,1.01,0.15,2006-11-01
CARTAGO,300.05,52.34,14.61,10.16,22.29,0.88,0.9,0.88,169.94,91.77,19.8,18.17,18.99,24.74,15.84,1.4,0.14,2006-12-01
ALVARADO,1701.45,69.84,16.08,10.61,23.39,0.83,0.84,0.85,211.08,91.18,19.09,17.36,18.23,24.63,13.8,1.65,0.15,2006-01-01
ALVARADO,552.7,24.27,18.8,11.49,25.57,0.81,0.82,0.82,68.68,87.91,18.68,16.33,17.51,24.7,14.61,1.78,0.16,2006-02-01
ALVARADO,527.14,22.02,18.05,12.03,26.82,0.73,0.73,0.75,148.75,86.93,19.31,16.72,18.01,25.6,14.48,1.75,0.15,2006-03-01
ALVARADO,1462.72,58.81,16.9,12.18,26.89,0.7,0.7,0.71,66.03,83.7,20.35,17.03,18.69,27.34,14.59,1.32,0.14,2006-04-01
ALVARADO,2194.25,88.59,15.85,12.15,26.59,0.74,0.75,0.77,234.18,88.69,20.84,18.57,19.7,27.18,15.14,1.05,0.14,2006-05-01
ALVARADO,2237.46,88.4,15.15,11.99,26.09,0.82,0.83,0.84,173.15,91.76,20.65,19.03,19.84,25.77,16.38,0.95,0.13,2006-06-01
ALVARADO,1560.48,55.83,15.43,12.02,26.18,0.91,0.93,0.92,289.21,93.01,20.53,19.15,19.84,25.5,15.29,0.98,0.13,2006-07-01
ALVARADO,1860.05,68.36,15.4,12.1,26.47,0.92,0.94,0.91,150.11,91.07,20.51,18.74,19.63,25.5,16.53,0.99,0.13,2006-08-01
ALVARADO,711.55,24.63,16.54,11.94,26.12,0.91,0.93,0.91,156.79,89.84,20.43,18.41,19.42,26.49,15.85,0.82,0.13,2006-09-01
ALVARADO,894.83,31.68,15.09,11.47,24.96,0.88,0.89,0.88,116.93,90.78,20.69,18.87,19.78,26.36,15.73,0.84,0.14,2006-10-01
ALVARADO,429.94,16.46,13.37,10.64,23.15,0.89,0.91,0.89,158.9,92.86,19.68,18.29,18.99,25.23,14.09,1.01,0.15,2006-11-01
ALVARADO,778.31,29.46,14.61,10.16,22.29,0.88,0.9,0.88,169.94,91.77,19.8,18.17,18.99,24.74,15.84,1.4,0.14,2006-12-01
TURRIALBA,31.05,1.05,15.82,10.49,23.18,0.85,0.85,0.85,103.35,89.84,19.28,17.33,18.31,24.02,16.38,1.82,0.16,2007-01-01
TURRIALBA,31.05,1.05,19.88,11.26,25.2,0.73,0.72,0.73,4.27,83.94,19.26,16.09,17.67,25.84,14.22,1.5,0.15,2007-02-01
TURRIALBA,31.05,1.05,19.83,11.94,26.57,0.64,0.64,0.64,59.21,82.31,20.09,16.44,18.26,27.7,15.36,1.64,0.14,2007-03-01
TURRIALBA,14.9,0.7,17.8,12.2,26.97,0.63,0.64,0.65,126.7,83.51,21.05,17.59,19.32,28.98,14.69,1.18,0.14,2007-04-01
TURRIALBA,248.4,8.4,15.14,12.12,26.38,0.7,0.71,0.74,270.63,90.24,21.02,19.09,20.05,27.16,17.21,0.89,0.14,2007-05-01
TURRIALBA,129.17,4.2,15.55,12.05,26.21,0.82,0.84,0.85,166.52,91.15,20.78,19.02,19.9,26.33,16.56,0.99,0.14,2007-06-01
TURRIALBA,91.08,2.8,15.28,12.05,26.27,0.89,0.91,0.9,195.93,91.38,20.09,18.38,19.24,25.17,15.52,0.98,0.12,2007-07-01
TURRIALBA,659.27,20.48,16.22,12.18,26.53,0.88,0.9,0.89,183.07,91.31,20.35,18.64,19.5,25.44,16.23,0.78,0.15,2007-08-01
TURRIALBA,697.59,21.0,16.59,12.13,26.42,0.93,0.95,0.92,174.37,91.33,20.38,18.66,19.52,25.92,16.02,0.77,0.15,2007-09-01
TURRIALBA,433.87,13.3,13.58,11.63,25.22,0.95,0.97,0.94,271.59,93.23,20.16,18.82,19.49,24.73,15.6,0.64,0.15,2007-10-01
TURRIALBA,433.87,13.3,12.99,10.68,23.25,0.97,0.98,0.96,398.39,94.14,19.83,18.66,19.25,24.3,15.82,1.25,0.15,2007-11-01
TURRIALBA,850.36,25.9,13.65,10.21,22.45,0.95,0.97,0.94,331.14,91.4,19.14,17.42,18.28,24.05,12.76,1.43,0.15,2007-12-01
OREAMUNO,2711.52,110.9,15.82,10.49,23.18,0.85,0.85,0.85,103.35,89.84,19.28,17.33,18.31,24.02,16.38,1.82,0.16,2007-01-01
OREAMUNO,2159.84,87.85,19.88,11.26,25.2,0.73,0.72,0.73,4.27,83.94,19.26,16.09,17.67,25.84,14.22,1.5,0.15,2007-02-01
OREAMUNO,288.14,12.25,19.83,11.94,26.57,0.64,0.64,0.64,59.21,82.31,20.09,16.44,18.26,27.7,15.36,1.64,0.14,2007-03-01
OREAMUNO,1571.83,65.99,17.8,12.2,26.97,0.63,0.64,0.65,126.7,83.51,21.05,17.59,19.32,28.98,14.69,1.18,0.14,2007-04-01
OREAMUNO,845.8,35.71,15.14,12.12,26.38,0.7,0.71,0.74,270.63,90.24,21.02,19.09,20.05,27.16,17.21,0.89,0.14,2007-05-01
OREAMUNO,1831.29,76.31,15.55,12.05,26.21,0.82,0.84,0.85,166.52,91.15,20.78,19.02,19.9,26.33,16.56,0.99,0.14,2007-06-01
OREAMUNO,2544.44,94.5,15.28,12.05,26.27,0.89,0.91,0.9,195.93,91.38,20.09,18.38,19.24,25.17,15.52,0.98,0.12,2007-07-01
OREAMUNO,709.51,30.19,16.22,12.18,26.53,0.88,0.9,0.89,183.07,91.31,20.35,18.64,19.5,25.44,16.23,0.78,0.15,2007-08-01
OREAMUNO,2792.63,116.89,16.59,12.13,26.42,0.93,0.95,0.92,174.37,91.33,20.38,18.66,19.52,25.92,16.02,0.77,0.15,2007-09-01
OREAMUNO,2588.02,107.9,13.58,11.63,25.22,0.95,0.97,0.94,271.59,93.23,20.16,18.82,19.49,24.73,15.6,0.64,0.15,2007-10-01
OREAMUNO,1428.08,57.41,12.99,10.68,23.25,0.97,0.98,0.96,398.39,94.14,19.83,18.66,19.25,24.3,15.82,1.25,0.15,2007-11-01
OREAMUNO,986.89,42.9,13.65,10.21,22.45,0.95,0.97,0.94,331.14,91.4,19.14,17.42,18.28,24.05,12.76,1.43,0.15,2007-12-01
EL GUARCO,50.14,3.69,15.82,10.49,23.18,0.81,0.81,0.82,93.29,79.92,21.1,17.29,19.19,26.14,17.38,1.53,0.46,2007-01-01
EL GUARCO,63.63,3.13,19.88,11.26,25.2,0.69,0.68,0.67,0.86,72.78,21.36,15.77,18.56,28.18,16.13,1.29,0.48,2007-02-01
EL GUARCO,8.28,0.7,19.83,11.94,26.57,0.63,0.63,0.63,59.73,71.76,22.05,16.11,19.08,29.04,16.54,1.35,0.48,2007-03-01
EL GUARCO,8.28,0.7,17.8,12.2,26.97,0.65,0.65,0.67,132.52,79.83,22.11,17.97,20.04,29.2,15.74,0.85,0.43,2007-04-01
EL GUARCO,8.28,0.7,15.14,12.12,26.38,0.72,0.73,0.79,264.49,89.82,21.57,19.59,20.58,27.66,18.67,0.99,0.53,2007-05-01
EL GUARCO,8.28,0.35,15.55,12.05,26.21,0.83,0.84,0.87,152.58,89.61,21.26,19.26,20.26,26.58,18.06,0.8,0.45,2007-06-01
EL GUARCO,37.29,2.81,15.28,12.05,26.27,0.88,0.89,0.9,178.62,89.0,20.93,18.81,19.87,25.68,17.24,0.78,0.44,2007-07-01
EL GUARCO,12.75,0.98,16.22,12.18,26.53,0.87,0.87,0.89,178.18,90.93,20.92,19.15,20.04,25.99,17.44,0.98,0.54,2007-08-01
EL GUARCO,51.3,3.54,16.59,12.13,26.42,0.9,0.91,0.92,147.98,90.74,20.98,19.18,20.08,25.79,17.84,0.99,0.53,2007-09-01
EL GUARCO,91.99,5.25,13.58,11.63,25.22,0.91,0.93,0.93,214.46,93.75,20.37,19.17,19.77,24.62,17.44,1.43,0.65,2007-10-01
EL GUARCO,82.46,6.32,12.99,10.68,23.25,0.94,0.96,0.95,364.83,91.05,20.48,18.8,19.64,25.19,16.7,0.8,0.42,2007-11-01
EL GUARCO,29.65,1.47,13.65,10.21,22.45,0.92,0.94,0.93,297.44,85.84,20.18,17.51,18.85,24.25,14.75,0.82,0.4,2007-12-01
CARTAGO,894.17,71.24,15.82,10.49,23.18,0.85,0.85,0.85,103.35,89.84,19.28,17.33,18.31,24.02,16.38,1.82,0.16,2007-01-01
CARTAGO,3841.46,233.31,19.88,11.26,25.2,0.73,0.72,0.73,4.27,83.94,19.26,16.09,17.67,25.84,14.22,1.5,0.15,2007-02-01
CARTAGO,957.96,67.74,19.83,11.94,26.57,0.64,0.64,0.64,59.21,82.31,20.09,16.44,18.26,27.7,15.36,1.64,0.14,2007-03-01
CARTAGO,957.96,67.74,17.8,12.2,26.97,0.63,0.64,0.65,126.7,83.51,21.05,17.59,19.32,28.98,14.69,1.18,0.14,2007-04-01
CARTAGO,626.48,33.78,15.14,12.12,26.38,0.7,0.71,0.74,270.63,90.24,21.02,19.09,20.05,27.16,17.21,0.89,0.14,2007-05-01
CARTAGO,48.95,2.63,15.55,12.05,26.21,0.82,0.84,0.85,166.52,91.15,20.78,19.02,19.9,26.33,16.56,0.99,0.14,2007-06-01
CARTAGO,374.26,19.95,15.28,12.05,26.27,0.89,0.91,0.9,195.93,91.38,20.09,18.38,19.24,25.17,15.52,0.98,0.12,2007-07-01
CARTAGO,4148.95,206.01,16.22,12.18,26.53,0.88,0.9,0.89,183.07,91.31,20.35,18.64,19.5,25.44,16.23,0.78,0.15,2007-08-01
CARTAGO,2613.13,126.75,16.59,12.13,26.42,0.93,0.95,0.92,174.37,91.33,20.38,18.66,19.52,25.92,16.02,0.77,0.15,2007-09-01
CARTAGO,1426.22,62.66,13.58,11.63,25.22,0.95,0.97,0.94,271.59,93.23,20.16,18.82,19.49,24.73,15.6,0.64,0.15,2007-10-01
