canton,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M,fecha
OREAMUNO,13.125,485.98,14.72,11.86,26.06,0.91,0.92,0.9,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12,2013-07-01
OREAMUNO,55.85,1408.59,15.09,11.97,26.28,0.89,0.9,0.89,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14,2013-08-01
OREAMUNO,18.6,488.0,15.61,11.9,26.08,0.91,0.93,0.91,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15,2013-09-01
OREAMUNO,74.9,1682.0,14.96,11.4,24.9,0.95,0.97,0.94,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14,2013-10-01
OREAMUNO,34.8,654.64,14.42,10.72,23.44,0.94,0.96,0.93,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14,2013-11-01
OREAMUNO,68.85,1503.13,16.77,10.28,22.69,0.91,0.93,0.91,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15,2013-12-01
EL GUARCO,68.85,1503.13,17.01,10.51,23.34,0.76,0.76,0.76,23.91,77.73,21.09,16.79,18.94,27.26,15.75,1.37,0.44,2013-01-01
EL GUARCO,68.85,1503.13,18.16,11.26,25.19,0.67,0.66,0.67,60.17,73.85,21.23,15.91,18.57,27.82,16.34,1.21,0.44,2013-02-01
EL GUARCO,68.85,1503.13,17.22,11.7,26.15,0.66,0.65,0.67,111.93,76.05,21.9,17.04,19.47,28.83,16.61,1.45,0.49,2013-03-01
EL GUARCO,68.85,1503.13,16.97,11.84,26.5,0.67,0.67,0.7,127.69,78.7,22.24,17.93,20.08,28.69,16.82,0.86,0.42,2013-04-01
EL GUARCO,68.85,1503.13,15.91,11.94,26.35,0.7,0.7,0.75,198.88,84.1,21.65,18.39,20.02,27.87,14.9,0.94,0.49,2013-05-01
EL GUARCO,1.4,31.51,15.31,11.88,25.96,0.81,0.82,0.86,259.6,89.83,21.52,19.56,20.54,26.0,18.01,0.89,0.51,2013-06-01
EL GUARCO,0.175,3.735,14.72,11.86,26.06,0.86,0.87,0.89,149.05,87.9,21.12,18.8,19.96,26.17,16.54,0.7,0.41,2013-07-01
EL GUARCO,0.175,3.735,15.09,11.97,26.28,0.85,0.86,0.87,110.64,88.17,21.06,18.75,19.91,26.14,16.72,0.9,0.47,2013-08-01
EL GUARCO,5.8,95.6,15.61,11.9,26.08,0.87,0.88,0.9,208.74,90.34,21.26,19.37,20.31,26.17,18.09,0.99,0.53,2013-09-01
EL GUARCO,0.9,18.6,14.96,11.4,24.9,0.92,0.93,0.94,227.07,90.96,20.91,19.14,20.02,25.88,16.45,0.89,0.5,2013-10-01
EL GUARCO,0.9,18.6,14.42,10.72,23.44,0.91,0.93,0.93,227.24,88.75,20.69,18.51,19.6,25.35,16.79,0.86,0.46,2013-11-01
EL GUARCO,14.0,498.0,16.77,10.28,22.69,0.87,0.88,0.88,100.28,83.5,20.63,17.49,19.06,25.61,15.65,0.96,0.43,2013-12-01
CARTAGO,73.42,1650.9,17.01,10.51,23.34,0.81,0.81,0.81,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15,2013-01-01
CARTAGO,46.3,1120.4,18.16,11.26,25.19,0.69,0.69,0.7,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14,2013-02-01
CARTAGO,27.87,690.0,17.22,11.7,26.15,0.67,0.66,0.67,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15,2013-03-01
CARTAGO,35.39,896.5999999999999,16.97,11.84,26.5,0.67,0.67,0.68,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13,2013-04-01
CARTAGO,45.24,1099.1,15.91,11.94,26.35,0.69,0.7,0.73,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14,2013-05-01
CARTAGO,38.15,872.3,15.31,11.88,25.96,0.83,0.85,0.87,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14,2013-06-01
CARTAGO,6.65,597.4300000000001,14.72,11.86,26.06,0.91,0.92,0.9,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12,2013-07-01
CARTAGO,65.7,1525.9,15.09,11.97,26.28,0.89,0.9,0.89,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14,2013-08-01
CARTAGO,100.5,2285.6,15.61,11.9,26.08,0.91,0.93,0.91,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15,2013-09-01
CARTAGO,35.2,834.35,14.96,11.4,24.9,0.95,0.97,0.94,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14,2013-10-01
CARTAGO,19.75,374.9525,14.42,10.72,23.44,0.94,0.96,0.93,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14,2013-11-01
CARTAGO,61.7,1084.6025,16.77,10.28,22.69,0.91,0.93,0.91,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15,2013-12-01
ALVARADO,64.45,1454.1,17.01,10.51,23.34,0.81,0.81,0.81,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15,2013-01-01
ALVARADO,59.27,1504.3,18.16,11.26,25.19,0.69,0.69,0.7,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14,2013-02-01
ALVARADO,6.13,188.4,17.22,11.7,26.15,0.67,0.66,0.67,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15,2013-03-01
ALVARADO,6.13,188.4,16.97,11.84,26.5,0.67,0.67,0.68,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13,2013-04-01
ALVARADO,6.65,190.94,15.91,11.94,26.35,0.69,0.7,0.73,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14,2013-05-01
ALVARADO,11.2,314.6,15.31,11.88,25.96,0.83,0.85,0.87,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14,2013-06-01
ALVARADO,20.888,444.14,14.72,11.86,26.06,0.91,0.92,0.9,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12,2013-07-01
ALVARADO,82.54,2276.73,15.09,11.97,26.28,0.89,0.9,0.89,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14,2013-08-01
ALVARADO,47.1,1300.5,15.61,11.9,26.08,0.91,0.93,0.91,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15,2013-09-01
ALVARADO,57.74,1539.1078,14.96,11.4,24.9,0.95,0.97,0.94,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14,2013-10-01
ALVARADO,47.13,1060.4406,14.42,10.72,23.44,0.94,0.96,0.93,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14,2013-11-01
ALVARADO,67.46000000000001,1171.5367,16.77,10.28,22.69,0.91,0.93,0.91,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15,2013-12-01
TURRIALBA,11.8,249.0,16.68,10.54,23.39,0.83,0.84,0.84,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15,2014-01-01
TURRIALBA,17.0,332.0,19.05,11.25,25.22,0.73,0.73,0.74,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16,2014-02-01
TURRIALBA,17.0,332.0,19.73,11.81,26.58,0.63,0.63,0.63,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14,2014-03-01
TURRIALBA,5.424999999999999,199.2,16.52,11.91,26.59,0.63,0.64,0.66,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14,2014-04-01
TURRIALBA,4.55,124.5,16.18,11.91,26.22,0.72,0.73,0.75,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14,2014-05-01
TURRIALBA,5.249999999999999,149.4,15.58,11.81,25.8,0.79,0.81,0.83,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12,2014-06-01
TURRIALBA,5.6,142.76,14.55,11.82,25.93,0.92,0.94,0.92,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12,2014-07-01
TURRIALBA,13.0,328.0,15.47,11.96,26.28,0.96,0.98,0.95,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13,2014-08-01
TURRIALBA,13.0,328.0,16.22,11.99,26.23,0.97,0.99,0.96,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14,2014-09-01
TURRIALBA,2.17,51.46,14.5,11.47,25.03,0.97,0.99,0.96,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14,2014-10-01
TURRIALBA,12.95,298.159,14.06,10.69,23.36,0.96,0.98,0.95,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13,2014-11-01
TURRIALBA,19.25,471.855,13.34,10.16,22.32,0.96,0.98,0.95,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15,2014-12-01
OREAMUNO,71.5,893.1,16.68,10.54,23.39,0.83,0.84,0.84,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15,2014-01-01
OREAMUNO,131.3,1539.2,19.05,11.25,25.22,0.73,0.73,0.74,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16,2014-02-01
OREAMUNO,127.65,2942.6925,19.73,11.81,26.58,0.63,0.63,0.63,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14,2014-03-01
OREAMUNO,72.035,1052.9,16.52,11.91,26.59,0.63,0.64,0.66,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14,2014-04-01
OREAMUNO,63.7,1061.6,16.18,11.91,26.22,0.72,0.73,0.75,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14,2014-05-01
OREAMUNO,39.89999999999999,1215.4,15.58,11.81,25.8,0.79,0.81,0.83,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12,2014-06-01
OREAMUNO,30.8,761.7325000000001,14.55,11.82,25.93,0.92,0.94,0.92,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12,2014-07-01
OREAMUNO,89.5,2049.49,15.47,11.96,26.28,0.96,0.98,0.95,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13,2014-08-01
OREAMUNO,95.0,2000.0,16.22,11.99,26.23,0.97,0.99,0.96,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14,2014-09-01
OREAMUNO,90.45,2003.82,14.5,11.47,25.03,0.97,0.99,0.96,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14,2014-10-01
OREAMUNO,144.905,3840.825,14.06,10.69,23.36,0.96,0.98,0.95,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13,2014-11-01
OREAMUNO,114.8,2954.8,13.34,10.16,22.32,0.96,0.98,0.95,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15,2014-12-01
EL GUARCO,114.8,2954.8,16.68,10.54,23.39,0.78,0.77,0.79,68.09,79.55,20.69,16.74,18.72,25.97,15.72,1.27,0.45,2014-01-01
EL GUARCO,114.8,2954.8,19.05,11.25,25.22,0.69,0.68,0.69,47.96,75.16,21.01,15.96,18.48,27.76,15.39,1.28,0.48,2014-02-01
EL GUARCO,114.8,2954.8,19.73,11.81,26.58,0.63,0.62,0.62,38.58,72.66,21.94,16.15,19.05,29.02,16.39,1.1,0.47,2014-03-01
EL GUARCO,114.8,2954.8,16.52,11.91,26.59,0.64,0.65,0.68,197.54,78.56,22.33,17.92,20.13,29.44,16.66,1.06,0.46,2014-04-01
EL GUARCO,114.8,2954.8,16.18,11.91,26.22,0.74,0.75,0.8,180.36,85.44,21.95,19.05,20.5,27.31,17.56,0.77,0.45,2014-05-01
EL GUARCO,114.8,2954.8,15.58,11.81,25.8,0.81,0.81,0.86,217.93,88.39,21.96,19.73,20.84,26.97,17.67,0.71,0.41,2014-06-01
EL GUARCO,114.8,2954.8,14.55,11.82,25.93,0.9,0.91,0.92,392.14,87.99,21.86,19.58,20.72,26.71,18.64,0.9,0.38,2014-07-01
EL GUARCO,114.8,2954.8,15.47,11.96,26.28,0.94,0.95,0.94,284.19,87.75,21.23,18.87,20.05,26.29,17.43,0.75,0.44,2014-08-01
EL GUARCO,114.8,2954.8,16.22,11.99,26.23,0.96,0.98,0.95,288.85,89.83,21.11,19.12,20.12,25.67,17.26,0.87,0.49,2014-09-01
EL GUARCO,114.8,2954.8,14.5,11.47,25.03,0.97,0.98,0.95,230.15,90.64,20.97,19.16,20.06,26.03,17.51,0.92,0.48,2014-10-01
EL GUARCO,0.74,18.39,14.06,10.69,23.36,0.96,0.98,0.95,195.71,89.54,20.85,18.85,19.85,25.63,17.36,0.81,0.43,2014-11-01
EL GUARCO,0.74,18.39,13.34,10.16,22.32,0.96,0.97,0.94,278.91,87.31,20.79,18.4,19.6,25.24,15.95,0.85,0.41,2014-12-01
CARTAGO,76.4,1305.3,16.68,10.54,23.39,0.83,0.84,0.84,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15,2014-01-01
CARTAGO,93.3,1417.9,19.05,11.25,25.22,0.73,0.73,0.74,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16,2014-02-01
CARTAGO,58.225,862.9875000000001,19.73,11.81,26.58,0.63,0.63,0.63,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14,2014-03-01
CARTAGO,1.7499999999999998,18.7,16.52,11.91,26.59,0.63,0.64,0.66,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14,2014-04-01
CARTAGO,1.925,46.7,16.18,11.91,26.22,0.72,0.73,0.75,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14,2014-05-01
CARTAGO,8.4,141.1,15.58,11.81,25.8,0.79,0.81,0.83,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12,2014-06-01
CARTAGO,9.8,206.67,14.55,11.82,25.93,0.92,0.94,0.92,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12,2014-07-01
CARTAGO,94.025,2041.1825,15.47,11.96,26.28,0.96,0.98,0.95,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13,2014-08-01
CARTAGO,79.0,1839.0,16.22,11.99,26.23,0.97,0.99,0.96,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14,2014-09-01
CARTAGO,17.2,419.6,14.5,11.47,25.03,0.97,0.99,0.96,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14,2014-10-01
CARTAGO,32.9,1008.955,14.06,10.69,23.36,0.96,0.98,0.95,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13,2014-11-01
CARTAGO,65.18,1875.385,13.34,10.16,22.32,0.96,0.98,0.95,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15,2014-12-01
ALVARADO,50.5,715.12,16.68,10.54,23.39,0.83,0.84,0.84,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15,2014-01-01
ALVARADO,56.5,954.7,19.05,11.25,25.22,0.73,0.73,0.74,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16,2014-02-01
ALVARADO,51.225,816.9274999999999,19.73,11.81,26.58,0.63,0.63,0.63,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14,2014-03-01
ALVARADO,81.19999999999996,1760.2,16.52,11.91,26.59,0.63,0.64,0.66,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14,2014-04-01
ALVARADO,86.8,1875.6,16.18,11.91,26.22,0.72,0.73,0.75,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14,2014-05-01
ALVARADO,128.275,2904.38,15.58,11.81,25.8,0.79,0.81,0.83,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12,2014-06-01
ALVARADO,121.2687,3212.375,14.55,11.82,25.93,0.92,0.94,0.92,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12,2014-07-01
ALVARADO,61.0,2757.83,15.47,11.96,26.28,0.96,0.98,0.95,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13,2014-08-01
ALVARADO,60.0,1429.0,16.22,11.99,26.23,0.97,0.99,0.96,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14,2014-09-01
ALVARADO,56.0,1301.0,14.5,11.47,25.03,0.97,0.99,0.96,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14,2014-10-01
ALVARADO,65.39,1826.8798,14.06,10.69,23.36,0.96,0.98,0.95,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13,2014-11-01
ALVARADO,132.42,3534.6,13.34,10.16,22.32,0.96,0.98,0.95,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15,2014-12-01
TURRIALBA,5.6,119.0,16.45,10.55,23.43,0.92,0.93,0.91,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16,2015-01-01
TURRIALBA,18.55,525.925,17.32,11.27,25.12,0.85,0.86,0.86,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16,2015-02-01
TURRIALBA,1.4,30.0,19.15,11.97,26.79,0.76,0.77,0.77,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16,2015-03-01
TURRIALBA,7.7,183.0,18.01,12.06,26.85,0.69,0.69,0.7,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14,2015-04-01
TURRIALBA,29.6,878.0,15.06,11.9,26.08,0.72,0.73,0.75,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13,2015-05-01
TURRIALBA,35.35,879.45,14.88,11.78,25.71,0.85,0.86,0.87,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14,2015-06-01
TURRIALBA,58.45,1415.15,14.27,11.86,25.99,0.9,0.91,0.9,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13,2015-07-01
TURRIALBA,76.8,2053.47,15.82,11.88,26.16,0.89,0.9,0.89,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11,2015-08-01
TURRIALBA,8.4,199.2,15.65,11.85,25.99,0.9,0.92,0.91,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13,2015-09-01
TURRIALBA,7.7,190.9,15.79,11.28,24.69,0.95,0.97,0.94,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15,2015-10-01
TURRIALBA,14.7,356.8999999999999,14.58,10.69,23.28,0.96,0.98,0.95,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16,2015-11-01
TURRIALBA,3.15,91.3,15.69,10.13,22.27,0.91,0.92,0.9,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15,2015-12-01
OREAMUNO,36.4,848.0,16.45,10.55,23.43,0.92,0.93,0.91,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16,2015-01-01
OREAMUNO,62.2,1467.0,17.32,11.27,25.12,0.85,0.86,0.86,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16,2015-02-01
OREAMUNO,102.8,2269.815,19.15,11.97,26.79,0.76,0.77,0.77,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16,2015-03-01
OREAMUNO,29.95,697.28,18.01,12.06,26.85,0.69,0.69,0.7,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14,2015-04-01
OREAMUNO,8.4,194.0,15.06,11.9,26.08,0.72,0.73,0.75,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13,2015-05-01
OREAMUNO,7.699999999999999,182.2,14.88,11.78,25.71,0.85,0.86,0.87,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14,2015-06-01
OREAMUNO,18.375,441.975,14.27,11.86,25.99,0.9,0.91,0.9,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13,2015-07-01
OREAMUNO,60.9,1339.6,15.82,11.88,26.16,0.89,0.9,0.89,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11,2015-08-01
OREAMUNO,102.7,2333.6,15.65,11.85,25.99,0.9,0.92,0.91,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13,2015-09-01
OREAMUNO,93.7,2194.56,15.79,11.28,24.69,0.95,0.97,0.94,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15,2015-10-01
OREAMUNO,57.275,1530.0700000000002,14.58,10.69,23.28,0.96,0.98,0.95,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16,2015-11-01
OREAMUNO,53.34,1341.4045,15.69,10.13,22.27,0.91,0.92,0.9,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15,2015-12-01
EL GUARCO,2.1,37.0,16.45,10.55,23.43,0.88,0.89,0.89,121.79,82.23,20.67,17.34,19.01,25.39,16.59,1.62,0.49,2015-01-01
EL GUARCO,0.049,0.8134,17.32,11.27,25.12,0.78,0.78,0.8,81.75,79.69,20.89,16.94,18.91,27.04,16.62,1.42,0.49,2015-02-01
EL GUARCO,3.018,49.4462,19.15,11.97,26.79,0.7,0.7,0.7,62.57,74.41,21.65,16.4,19.02,28.43,16.33,1.45,0.48,2015-03-01
EL GUARCO,0.4,8.0,18.01,12.06,26.85,0.67,0.67,0.69,122.0,77.55,22.42,17.84,20.13,28.54,16.79,1.11,0.45,2015-04-01
EL GUARCO,0.7,13.0,15.06,11.9,26.08,0.73,0.74,0.79,302.88,84.05,22.15,19.02,20.59,28.06,16.74,0.95,0.42,2015-05-01
EL GUARCO,0.7,13.0,14.88,11.78,25.71,0.9,0.91,0.91,350.32,89.71,22.23,20.27,21.25,27.0,19.3,0.93,0.44,2015-06-01
EL GUARCO,2.534,58.11659999999999,14.27,11.86,25.99,0.95,0.96,0.94,293.79,88.29,21.68,19.44,20.56,27.06,17.92,0.82,0.39,2015-07-01
EL GUARCO,1.2,17.4,15.82,11.88,26.16,0.94,0.95,0.93,196.15,86.1,21.9,19.22,20.56,27.1,17.87,0.81,0.41,2015-08-01
EL GUARCO,0.7,12.5,15.65,11.85,25.99,0.95,0.96,0.94,298.02,88.94,21.7,19.56,20.63,26.63,16.95,0.81,0.45,2015-09-01
EL GUARCO,4.613,110.751,15.79,11.28,24.69,0.97,0.99,0.96,414.12,90.42,21.66,19.79,20.73,26.42,18.63,0.91,0.5,2015-10-01
EL GUARCO,2.738,63.738,14.58,10.69,23.28,0.97,0.99,0.96,264.42,90.9,21.38,19.62,20.5,25.89,17.98,0.92,0.49,2015-11-01
EL GUARCO,31.85,1204.3300000000002,15.69,10.13,22.27,0.91,0.92,0.9,134.46,84.98,22.06,19.2,20.62,26.44,18.09,0.9,0.39,2015-12-01
CARTAGO,79.85,1638.0,16.45,10.55,23.43,0.92,0.93,0.91,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16,2015-01-01
CARTAGO,32.65,715.9,17.32,11.27,25.12,0.85,0.86,0.86,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16,2015-02-01
CARTAGO,105.05,2597.245,19.15,11.97,26.79,0.76,0.77,0.77,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16,2015-03-01
CARTAGO,74.4,1862.0,18.01,12.06,26.85,0.69,0.69,0.7,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14,2015-04-01
CARTAGO,35.3,878.0,15.06,11.9,26.08,0.72,0.73,0.75,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13,2015-05-01
CARTAGO,72.4,1775.88,14.88,11.78,25.71,0.85,0.86,0.87,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14,2015-06-01
CARTAGO,78.4,2023.125,14.27,11.86,25.99,0.9,0.91,0.9,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13,2015-07-01
CARTAGO,105.665,2675.6455,15.82,11.88,26.16,0.89,0.9,0.89,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11,2015-08-01
CARTAGO,212.05,5111.900000000001,15.65,11.85,25.99,0.9,0.92,0.91,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13,2015-09-01
CARTAGO,68.6,1734.5,15.79,11.28,24.69,0.95,0.97,0.94,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15,2015-10-01
CARTAGO,50.75,1231.411,14.58,10.69,23.28,0.96,0.98,0.95,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16,2015-11-01
CARTAGO,57.4,1355.42,15.69,10.13,22.27,0.91,0.92,0.9,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15,2015-12-01
ALVARADO,48.6,1198.5,16.45,10.55,23.43,0.92,0.93,0.91,171.9,90.67,19.2,17.37,18.28,24.04,15.68,1.93,0.16,2015-01-01
ALVARADO,52.5,1133.45,17.32,11.27,25.12,0.85,0.86,0.86,107.62,89.37,19.11,17.01,18.06,24.87,15.11,1.58,0.16,2015-02-01
ALVARADO,74.58,1621.417,19.15,11.97,26.79,0.76,0.77,0.77,79.44,86.31,19.49,16.73,18.11,26.38,14.65,1.65,0.16,2015-03-01
ALVARADO,59.3,1395.0,18.01,12.06,26.85,0.69,0.69,0.7,115.93,85.46,20.8,17.82,19.31,28.75,15.02,1.45,0.14,2015-04-01
ALVARADO,92.9,2188.0,15.06,11.9,26.08,0.72,0.73,0.75,253.66,89.03,20.93,18.7,19.81,26.83,14.52,1.35,0.13,2015-05-01
ALVARADO,87.60000000000001,2207.2,14.88,11.78,25.71,0.85,0.86,0.87,268.78,92.44,21.3,19.82,20.56,27.05,17.81,1.16,0.14,2015-06-01
ALVARADO,78.27000000000001,1945.135,14.27,11.86,25.99,0.9,0.91,0.9,245.76,92.27,20.57,19.04,19.8,25.82,16.75,1.3,0.13,2015-07-01
ALVARADO,75.6,1893.1,15.82,11.88,26.16,0.89,0.9,0.89,167.49,90.63,20.86,18.98,19.92,26.46,16.18,1.2,0.11,2015-08-01
ALVARADO,122.2,3286.9,15.65,11.85,25.99,0.9,0.92,0.91,271.54,92.01,20.85,19.24,20.04,26.37,15.8,0.86,0.13,2015-09-01
ALVARADO,79.6,1966.91,15.79,11.28,24.69,0.95,0.97,0.94,291.49,91.34,21.14,19.39,20.27,26.93,16.92,0.72,0.15,2015-10-01
ALVARADO,64.75,1627.66,14.58,10.69,23.28,0.96,0.98,0.95,260.8,92.71,20.57,19.11,19.84,25.73,16.28,0.96,0.16,2015-11-01
ALVARADO,84.875,2146.588,15.69,10.13,22.27,0.91,0.92,0.9,129.76,91.26,20.72,18.98,19.85,25.43,16.26,1.27,0.15,2015-12-01
TURRIALBA,7.0,165.6,17.86,10.55,23.42,0.81,0.81,0.82,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17,2016-01-01
TURRIALBA,0.7,16.6,18.56,11.38,25.38,0.75,0.75,0.77,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15,2016-02-01
TURRIALBA,0.7,16.6,18.38,11.39,25.65,0.66,0.65,0.65,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14,2016-03-01
